Year,Units,Time series,COMMENT_OBS_0,COMMENT_OBS_1,Länder,GeoCode,Value
2017,Hours,Difference,,,Brandenburg,code12,11.044
2018,Hours,Difference,,,Brandenburg,code12,11.574
2019,Hours,Difference,,,Brandenburg,code12,10.75
2020,Hours,Difference,|,,Brandenburg,code12,9.044
2021,Hours,Difference,|,,Brandenburg,code12,9.589
2022,Hours,Difference,,,Brandenburg,code12,9.523
2023,Hours,Difference,,,Brandenburg,code12,9.991
2024,Hours,Difference,p,,Brandenburg,code12,9.308
2006,Hours,Difference,,,Bremen,code04,18.122
2007,Hours,Difference,|,,Bremen,code04,19.772
2008,Hours,Difference,,,Bremen,code04,20.296
2009,Hours,Difference,,,Bremen,code04,16.524
2010,Hours,Difference,,,Bremen,code04,18.902
2011,Hours,Difference,,,Bremen,code04,17.787
2012,Hours,Difference,,,Bremen,code04,19.725
2013,Hours,Difference,,,Bremen,code04,18.965
2014,Hours,Difference,,,Bremen,code04,20.483
2015,Hours,Difference,,,Bremen,code04,18.983
2016,Hours,Difference,,,Bremen,code04,19.429
2017,Hours,Difference,,,Bremen,code04,18.817
2018,Hours,Difference,,,Bremen,code04,18.649
2019,Hours,Difference,,,Bremen,code04,18.138
2020,Hours,Difference,|,,Bremen,code04,16.132
2021,Hours,Difference,|,,Bremen,code04,16.084
2022,Hours,Difference,,,Bremen,code04,17.256
2023,Hours,Difference,,,Bremen,code04,17.375
2024,Hours,Difference,p,,Bremen,code04,16.286
2006,Hours,Difference,,,Hamburg,code02,19.972
2007,Hours,Difference,|,,Hamburg,code02,19.659
2008,Hours,Difference,,,Hamburg,code02,20.233
2009,Hours,Difference,,,Hamburg,code02,21.333
2010,Hours,Difference,,,Hamburg,code02,22.247
2011,Hours,Difference,,,Hamburg,code02,21.171
2012,Hours,Difference,,,Hamburg,code02,19.809
2013,Hours,Difference,,,Hamburg,code02,20.483
2014,Hours,Difference,,,Hamburg,code02,19.76
2015,Hours,Difference,,,Hamburg,code02,18.004
2016,Hours,Difference,,,Hamburg,code02,19.021
2017,Hours,Difference,,,Hamburg,code02,18.269
2018,Hours,Difference,,,Hamburg,code02,17.636
2019,Hours,Difference,,,Hamburg,code02,15.583
2020,Hours,Difference,|,,Hamburg,code02,15.848
2021,Hours,Difference,|,,Hamburg,code02,16.137
2022,Hours,Difference,,,Hamburg,code02,16.148
2023,Hours,Difference,,,Hamburg,code02,15.957
2024,Hours,Difference,p,,Hamburg,code02,15.539
2006,Hours,Difference,,,Hesse,code06,23.879
2007,Hours,Difference,|,,Hesse,code06,23.665
2008,Hours,Difference,,,Hesse,code06,23.534
2009,Hours,Difference,,,Hesse,code06,23.086
2010,Hours,Difference,,,Hesse,code06,22.867
2011,Hours,Difference,,,Hesse,code06,22.86
2012,Hours,Difference,,,Hesse,code06,22.329
2013,Hours,Difference,,,Hesse,code06,22.472
2014,Hours,Difference,,,Hesse,code06,21.463
2015,Hours,Difference,,,Hesse,code06,21.645
2016,Hours,Difference,,,Hesse,code06,21.609
2017,Hours,Difference,,,Hesse,code06,20.452
2018,Hours,Difference,,,Hesse,code06,20.084
2019,Hours,Difference,,,Hesse,code06,19.937
2020,Hours,Difference,|,,Hesse,code06,18.726
2021,Hours,Difference,|,,Hesse,code06,18.402
2022,Hours,Difference,,,Hesse,code06,18.43
2023,Hours,Difference,,,Hesse,code06,17.79
2024,Hours,Difference,p,,Hesse,code06,17.717
2006,Hours,Difference,,,Mecklenburg Western Pomerania,code13,11.374
2007,Hours,Difference,|,,Mecklenburg Western Pomerania,code13,13.078
2008,Hours,Difference,,,Mecklenburg Western Pomerania,code13,14.218
2009,Hours,Difference,,,Mecklenburg Western Pomerania,code13,12.949
2010,Hours,Difference,,,Mecklenburg Western Pomerania,code13,11.863
2011,Hours,Difference,,,Mecklenburg Western Pomerania,code13,12.416
2012,Hours,Difference,,,Mecklenburg Western Pomerania,code13,11.7
2013,Hours,Difference,,,Mecklenburg Western Pomerania,code13,12.348
2014,Hours,Difference,,,Mecklenburg Western Pomerania,code13,11.686
2015,Hours,Difference,,,Mecklenburg Western Pomerania,code13,10.804
2016,Hours,Difference,,,Mecklenburg Western Pomerania,code13,11.564
2017,Hours,Difference,,,Mecklenburg Western Pomerania,code13,12.818
2018,Hours,Difference,,,Mecklenburg Western Pomerania,code13,10.754
2019,Hours,Difference,,,Mecklenburg Western Pomerania,code13,10.601
2020,Hours,Difference,|,,Mecklenburg Western Pomerania,code13,11.447
2021,Hours,Difference,|,,Mecklenburg Western Pomerania,code13,11.519
2022,Hours,Difference,,,Mecklenburg Western Pomerania,code13,10.792
2023,Hours,Difference,,,Mecklenburg Western Pomerania,code13,10.05
2024,Hours,Difference,p,,Mecklenburg Western Pomerania,code13,10.078
2006,Hours,Difference,,,Lower Saxony,code03,23.869
2007,Hours,Difference,|,,Lower Saxony,code03,24.156
2008,Hours,Difference,,,Lower Saxony,code03,23.923
2009,Hours,Difference,,,Lower Saxony,code03,23.203
2010,Hours,Difference,,,Lower Saxony,code03,22.548
2011,Hours,Difference,,,Lower Saxony,code03,22.615
2012,Hours,Difference,,,Lower Saxony,code03,22.957
2013,Hours,Difference,,,Lower Saxony,code03,22.495
2014,Hours,Difference,,,Lower Saxony,code03,22.435
2015,Hours,Difference,,,Lower Saxony,code03,21.674
2016,Hours,Difference,,,Lower Saxony,code03,20.501
2017,Hours,Difference,,,Lower Saxony,code03,20.264
2018,Hours,Difference,,,Lower Saxony,code03,20.071
2019,Hours,Difference,,,Lower Saxony,code03,19.849
2020,Hours,Difference,|,,Lower Saxony,code03,18.705
2021,Hours,Difference,|,,Lower Saxony,code03,18.874
2022,Hours,Difference,,,Lower Saxony,code03,18.78
2023,Hours,Difference,,,Lower Saxony,code03,18.514
2024,Hours,Difference,p,,Lower Saxony,code03,18.431
2006,Hours,Difference,,,North Rhine-Westphalia,code05,23.637
2007,Hours,Difference,|,,North Rhine-Westphalia,code05,23.901
2008,Hours,Difference,,,North Rhine-Westphalia,code05,24.201
2009,Hours,Difference,,,North Rhine-Westphalia,code05,23.356
2010,Hours,Difference,,,North Rhine-Westphalia,code05,23.087
2011,Hours,Difference,,,North Rhine-Westphalia,code05,23.504
2012,Hours,Difference,,,North Rhine-Westphalia,code05,23.368
2013,Hours,Difference,,,North Rhine-Westphalia,code05,22.358
2014,Hours,Difference,,,North Rhine-Westphalia,code05,22.172
2015,Hours,Difference,,,North Rhine-Westphalia,code05,21.813
2016,Hours,Difference,,,North Rhine-Westphalia,code05,21.528
2017,Hours,Difference,,,North Rhine-Westphalia,code05,21.107
2018,Hours,Difference,,,North Rhine-Westphalia,code05,20.567
2019,Hours,Difference,,,North Rhine-Westphalia,code05,20.333
2020,Hours,Difference,|,,North Rhine-Westphalia,code05,18.992
2021,Hours,Difference,|,,North Rhine-Westphalia,code05,18.436
2022,Hours,Difference,,,North Rhine-Westphalia,code05,18.875
2023,Hours,Difference,,,North Rhine-Westphalia,code05,18.492
2024,Hours,Difference,p,,North Rhine-Westphalia,code05,18.126
2006,Hours,Difference,,,Rhineland Palatinate,code07,23.652
2007,Hours,Difference,|,,Rhineland Palatinate,code07,24.351
2008,Hours,Difference,,,Rhineland Palatinate,code07,24.644
2009,Hours,Difference,,,Rhineland Palatinate,code07,23.459
2010,Hours,Difference,,,Rhineland Palatinate,code07,23.467
2011,Hours,Difference,,,Rhineland Palatinate,code07,24.087
2012,Hours,Difference,,,Rhineland Palatinate,code07,23.423
2013,Hours,Difference,,,Rhineland Palatinate,code07,22.82
2014,Hours,Difference,,,Rhineland Palatinate,code07,22.61
2015,Hours,Difference,,,Rhineland Palatinate,code07,22.18
2016,Hours,Difference,,,Rhineland Palatinate,code07,21.51
2017,Hours,Difference,,,Rhineland Palatinate,code07,21.103
2018,Hours,Difference,,,Rhineland Palatinate,code07,21.079
2019,Hours,Difference,,,Rhineland Palatinate,code07,20.861
2020,Hours,Difference,|,,Rhineland Palatinate,code07,20.141
2021,Hours,Difference,|,,Rhineland Palatinate,code07,19.259
2022,Hours,Difference,,,Rhineland Palatinate,code07,19.748
2023,Hours,Difference,,,Rhineland Palatinate,code07,18.8
2024,Hours,Difference,p,,Rhineland Palatinate,code07,18.624
2006,Hours,Difference,,,Saarland,code10,22.828
2007,Hours,Difference,|,,Saarland,code10,22.934
2008,Hours,Difference,,,Saarland,code10,22.882
2009,Hours,Difference,,,Saarland,code10,24.019
2010,Hours,Difference,,,Saarland,code10,23.886
2011,Hours,Difference,,,Saarland,code10,23.658
2012,Hours,Difference,,,Saarland,code10,22.949
2013,Hours,Difference,,,Saarland,code10,21.762
2014,Hours,Difference,,,Saarland,code10,20.234
2015,Hours,Difference,,,Saarland,code10,19.715
2016,Hours,Difference,,,Saarland,code10,19.564
2017,Hours,Difference,,,Saarland,code10,19.14
2018,Hours,Difference,,,Saarland,code10,18.682
2019,Hours,Difference,,,Saarland,code10,18.072
2020,Hours,Difference,|,,Saarland,code10,17.905
2021,Hours,Difference,|,,Saarland,code10,16.826
2022,Hours,Difference,,,Saarland,code10,18.401
2023,Hours,Difference,,,Saarland,code10,17.869
2024,Hours,Difference,p,,Saarland,code10,16.863
2006,Hours,Difference,,,Saxony,code14,13.592
2007,Hours,Difference,|,,Saxony,code14,14.231
2008,Hours,Difference,,,Saxony,code14,14.429
2009,Hours,Difference,,,Saxony,code14,15.086
2010,Hours,Difference,,,Saxony,code14,14.69
2011,Hours,Difference,,,Saxony,code14,14.707
2012,Hours,Difference,,,Saxony,code14,14.642
2013,Hours,Difference,,,Saxony,code14,14.542
2014,Hours,Difference,,,Saxony,code14,13.957
2015,Hours,Difference,,,Saxony,code14,13.076
2016,Hours,Difference,,,Saxony,code14,13.137
2017,Hours,Difference,,,Saxony,code14,12.912
2018,Hours,Difference,,,Saxony,code14,12.4
2019,Hours,Difference,,,Saxony,code14,11.717
2020,Hours,Difference,|,,Saxony,code14,11.303
2021,Hours,Difference,|,,Saxony,code14,11.441
2022,Hours,Difference,,,Saxony,code14,11.818
2023,Hours,Difference,,,Saxony,code14,11.615
2024,Hours,Difference,p,,Saxony,code14,10.619
2006,Hours,Difference,,,Saxony-Anhalt,code15,12.031
2007,Hours,Difference,|,,Saxony-Anhalt,code15,12.473
2008,Hours,Difference,,,Saxony-Anhalt,code15,13.06
2009,Hours,Difference,,,Saxony-Anhalt,code15,11.706
2010,Hours,Difference,,,Saxony-Anhalt,code15,13.072
2011,Hours,Difference,,,Saxony-Anhalt,code15,13.252
2012,Hours,Difference,,,Saxony-Anhalt,code15,13.229
2013,Hours,Difference,,,Saxony-Anhalt,code15,13.186
2014,Hours,Difference,,,Saxony-Anhalt,code15,12.403
2015,Hours,Difference,,,Saxony-Anhalt,code15,13.357
2016,Hours,Difference,,,Saxony-Anhalt,code15,11.867
2017,Hours,Difference,,,Saxony-Anhalt,code15,11.082
2018,Hours,Difference,,,Saxony-Anhalt,code15,11.11
2019,Hours,Difference,,,Saxony-Anhalt,code15,10.663
2020,Hours,Difference,|,,Saxony-Anhalt,code15,11.149
2021,Hours,Difference,|,,Saxony-Anhalt,code15,10.876
2022,Hours,Difference,,,Saxony-Anhalt,code15,10.647
2023,Hours,Difference,,,Saxony-Anhalt,code15,9.759
2024,Hours,Difference,p,,Saxony-Anhalt,code15,10.089
2006,Hours,Difference,,,Schleswig-Holstein,code01,24.02
2007,Hours,Difference,|,,Schleswig-Holstein,code01,24.217
2008,Hours,Difference,,,Schleswig-Holstein,code01,23.74
2009,Hours,Difference,,,Schleswig-Holstein,code01,22.677
2010,Hours,Difference,,,Schleswig-Holstein,code01,22.024
2011,Hours,Difference,,,Schleswig-Holstein,code01,22.669
2012,Hours,Difference,,,Schleswig-Holstein,code01,21.914
2013,Hours,Difference,,,Schleswig-Holstein,code01,21.667
2014,Hours,Difference,,,Schleswig-Holstein,code01,21.275
2015,Hours,Difference,,,Schleswig-Holstein,code01,20.273
2016,Hours,Difference,,,Schleswig-Holstein,code01,19.698
2017,Hours,Difference,,,Schleswig-Holstein,code01,19.456
2018,Hours,Difference,,,Schleswig-Holstein,code01,19.001
2019,Hours,Difference,,,Schleswig-Holstein,code01,19.069
2020,Hours,Difference,|,,Schleswig-Holstein,code01,18.393
2021,Hours,Difference,|,,Schleswig-Holstein,code01,18.187
2022,Hours,Difference,,,Schleswig-Holstein,code01,17.467
2023,Hours,Difference,,,Schleswig-Holstein,code01,17.184
2024,Hours,Difference,p,,Schleswig-Holstein,code01,16.886
2006,Hours,Difference,,,Thuringia,code16,14.226
2007,Hours,Difference,|,,Thuringia,code16,15.074
2008,Hours,Difference,,,Thuringia,code16,15.32
2009,Hours,Difference,,,Thuringia,code16,14.853
2010,Hours,Difference,,,Thuringia,code16,14.759
2011,Hours,Difference,,,Thuringia,code16,15.062
2012,Hours,Difference,,,Thuringia,code16,14.918
2013,Hours,Difference,,,Thuringia,code16,13.949
2014,Hours,Difference,,,Thuringia,code16,13.523
2015,Hours,Difference,,,Thuringia,code16,13.832
2016,Hours,Difference,,,Thuringia,code16,12.018
2017,Hours,Difference,,,Thuringia,code16,11.861
2018,Hours,Difference,,,Thuringia,code16,11.268
2019,Hours,Difference,,,Thuringia,code16,11.425
2020,Hours,Difference,|,,Thuringia,code16,12.069
2021,Hours,Difference,|,,Thuringia,code16,12.331
2022,Hours,Difference,,,Thuringia,code16,10.925
2023,Hours,Difference,,,Thuringia,code16,10.926
2024,Hours,Difference,p,,Thuringia,code16,10.715
