Year,Units,Time series,Länder,GeoCode,COMMENT_OBS_0,Sex,Value
2005,Number,,,,,,140519.0
2006,Number,,,,,,141289.0
2007,Number,,,,,,136087.0
2008,Number,,,,,,140832.0
2009,Number,,,,,,147152.0
2010,Number,,,,,,153690.0
2011,Number,,,,,,158557.0
2012,Number,,,,,,170618.0
2013,Number,,,,,,185787.0
2014,Number,,,,,,200349.0
2015,Number,,,,,,215258.0
2016,Number,,,,,,230689.0
2017,Number,,,,,,247436.0
2018,Number,,,,,,267250.0
2019,Number,,,,,,285450.0
2020,Number,,,,,,298149.0
2021,Number,,,,,,316001.0
2022,Number,,,,,,335016.0
2023,Number,,,,,,348976.0
2024,Number,,,,,,372778.0
2005,Number,Students from LDCs,,,,,4960.0
2006,Number,Students from LDCs,,,,,5012.0
2007,Number,Students from LDCs,,,,,4933.0
2008,Number,Students from LDCs,,,,,5331.0
2009,Number,Students from LDCs,,,,,5738.0
2010,Number,Students from LDCs,,,,,6300.0
2011,Number,Students from LDCs,,,,,6925.0
2012,Number,Students from LDCs,,,,,7577.0
2013,Number,Students from LDCs,,,,,8348.0
2014,Number,Students from LDCs,,,,,9244.0
2015,Number,Students from LDCs,,,,,9746.0
2016,Number,Students from LDCs,,,,,10119.0
2017,Number,Students from LDCs,,,,,10576.0
2018,Number,Students from LDCs,,,,,11525.0
2019,Number,Students from LDCs,,,,,13067.0
2020,Number,Students from LDCs,,,,,15055.0
2021,Number,Students from LDCs,,,,,17113.0
2022,Number,Students from LDCs,,,,,18315.0
2023,Number,Students from LDCs,,,,,19505.0
2024,Number,Students from LDCs,,,,,22027.0
2005,Number,Students from LDCs,Baden-Wuerttemberg,code08,,,502.0
2006,Number,Students from LDCs,Baden-Wuerttemberg,code08,,,524.0
2007,Number,Students from LDCs,Baden-Wuerttemberg,code08,,,532.0
2008,Number,Students from LDCs,Baden-Wuerttemberg,code08,,,559.0
2009,Number,Students from LDCs,Baden-Wuerttemberg,code08,,,598.0
2010,Number,Students from LDCs,Baden-Wuerttemberg,code08,,,669.0
2011,Number,Students from LDCs,Baden-Wuerttemberg,code08,,,704.0
2012,Number,Students from LDCs,Baden-Wuerttemberg,code08,,,808.0
2013,Number,Students from LDCs,Baden-Wuerttemberg,code08,,,895.0
2014,Number,Students from LDCs,Baden-Wuerttemberg,code08,,,957.0
2015,Number,Students from LDCs,Baden-Wuerttemberg,code08,,,939.0
2016,Number,Students from LDCs,Baden-Wuerttemberg,code08,,,937.0
2017,Number,Students from LDCs,Baden-Wuerttemberg,code08,,,857.0
2018,Number,Students from LDCs,Baden-Wuerttemberg,code08,,,833.0
2019,Number,Students from LDCs,Baden-Wuerttemberg,code08,,,794.0
2020,Number,Students from LDCs,Baden-Wuerttemberg,code08,,,817.0
2021,Number,Students from LDCs,Baden-Wuerttemberg,code08,,,927.0
2022,Number,Students from LDCs,Baden-Wuerttemberg,code08,,,929.0
2023,Number,Students from LDCs,Baden-Wuerttemberg,code08,,,1029.0
2024,Number,Students from LDCs,Baden-Wuerttemberg,code08,,,1112.0
2005,Number,Students from LDCs,Bavaria,code09,,,320.0
2006,Number,Students from LDCs,Bavaria,code09,,,359.0
2007,Number,Students from LDCs,Bavaria,code09,,,352.0
2008,Number,Students from LDCs,Bavaria,code09,,,402.0
2009,Number,Students from LDCs,Bavaria,code09,,,436.0
2010,Number,Students from LDCs,Bavaria,code09,,,476.0
2011,Number,Students from LDCs,Bavaria,code09,,,568.0
2012,Number,Students from LDCs,Bavaria,code09,,,624.0
2013,Number,Students from LDCs,Bavaria,code09,,,716.0
2014,Number,Students from LDCs,Bavaria,code09,,,812.0
2015,Number,Students from LDCs,Bavaria,code09,,,859.0
2016,Number,Students from LDCs,Bavaria,code09,,,884.0
2017,Number,Students from LDCs,Bavaria,code09,,,1036.0
2018,Number,Students from LDCs,Bavaria,code09,,,1170.0
2019,Number,Students from LDCs,Bavaria,code09,,,1347.0
2020,Number,Students from LDCs,Bavaria,code09,,,1751.0
2021,Number,Students from LDCs,Bavaria,code09,,,2217.0
2022,Number,Students from LDCs,Bavaria,code09,,,2484.0
2023,Number,Students from LDCs,Bavaria,code09,,,2841.0
2024,Number,Students from LDCs,Bavaria,code09,,,3208.0
2005,Number,Students from LDCs,Berlin,code11,,,362.0
2006,Number,Students from LDCs,Berlin,code11,,,370.0
2007,Number,Students from LDCs,Berlin,code11,,,337.0
2008,Number,Students from LDCs,Berlin,code11,,,404.0
2009,Number,Students from LDCs,Berlin,code11,,,441.0
2010,Number,Students from LDCs,Berlin,code11,,,505.0
2011,Number,Students from LDCs,Berlin,code11,,,570.0
2012,Number,Students from LDCs,Berlin,code11,,,582.0
2013,Number,Students from LDCs,Berlin,code11,,,634.0
2014,Number,Students from LDCs,Berlin,code11,,,726.0
2015,Number,Students from LDCs,Berlin,code11,,,751.0
2016,Number,Students from LDCs,Berlin,code11,,,755.0
2017,Number,Students from LDCs,Berlin,code11,,,852.0
2018,Number,Students from LDCs,Berlin,code11,,,896.0
2019,Number,Students from LDCs,Berlin,code11,,,1002.0
2020,Number,Students from LDCs,Berlin,code11,,,1115.0
2021,Number,Students from LDCs,Berlin,code11,,,1203.0
2022,Number,Students from LDCs,Berlin,code11,,,1284.0
2023,Number,Students from LDCs,Berlin,code11,,,1397.0
2024,Number,Students from LDCs,Berlin,code11,,,1528.0
2005,Number,Students from LDCs,Brandenburg,code12,,,124.0
2006,Number,Students from LDCs,Brandenburg,code12,,,121.0
2007,Number,Students from LDCs,Brandenburg,code12,,,123.0
2008,Number,Students from LDCs,Brandenburg,code12,,,122.0
2009,Number,Students from LDCs,Brandenburg,code12,,,125.0
2010,Number,Students from LDCs,Brandenburg,code12,,,148.0
2011,Number,Students from LDCs,Brandenburg,code12,,,154.0
2012,Number,Students from LDCs,Brandenburg,code12,,,193.0
2013,Number,Students from LDCs,Brandenburg,code12,,,226.0
2014,Number,Students from LDCs,Brandenburg,code12,,,277.0
2015,Number,Students from LDCs,Brandenburg,code12,,,321.0
2016,Number,Students from LDCs,Brandenburg,code12,,,311.0
2017,Number,Students from LDCs,Brandenburg,code12,,,356.0
2018,Number,Students from LDCs,Brandenburg,code12,,,400.0
2019,Number,Students from LDCs,Brandenburg,code12,,,495.0
2020,Number,Students from LDCs,Brandenburg,code12,,,582.0
2021,Number,Students from LDCs,Brandenburg,code12,,,669.0
2022,Number,Students from LDCs,Brandenburg,code12,,,765.0
2023,Number,Students from LDCs,Brandenburg,code12,,,872.0
2024,Number,Students from LDCs,Brandenburg,code12,,,1037.0
2005,Number,Students from LDCs,Bremen,code04,,,188.0
2006,Number,Students from LDCs,Bremen,code04,,,192.0
2007,Number,Students from LDCs,Bremen,code04,,,206.0
2008,Number,Students from LDCs,Bremen,code04,,,194.0
2009,Number,Students from LDCs,Bremen,code04,,,194.0
2010,Number,Students from LDCs,Bremen,code04,,,203.0
2011,Number,Students from LDCs,Bremen,code04,,,227.0
2012,Number,Students from LDCs,Bremen,code04,,,255.0
2013,Number,Students from LDCs,Bremen,code04,,,261.0
2014,Number,Students from LDCs,Bremen,code04,,,235.0
2015,Number,Students from LDCs,Bremen,code04,,,262.0
2016,Number,Students from LDCs,Bremen,code04,,,277.0
2017,Number,Students from LDCs,Bremen,code04,,,312.0
2018,Number,Students from LDCs,Bremen,code04,,,337.0
2019,Number,Students from LDCs,Bremen,code04,,,395.0
2020,Number,Students from LDCs,Bremen,code04,,,471.0
2021,Number,Students from LDCs,Bremen,code04,,,525.0
2022,Number,Students from LDCs,Bremen,code04,,,556.0
2023,Number,Students from LDCs,Bremen,code04,,,571.0
2024,Number,Students from LDCs,Bremen,code04,,,631.0
2005,Number,Students from LDCs,Hamburg,code02,,,292.0
2006,Number,Students from LDCs,Hamburg,code02,,,281.0
2007,Number,Students from LDCs,Hamburg,code02,,,260.0
2008,Number,Students from LDCs,Hamburg,code02,,,285.0
2009,Number,Students from LDCs,Hamburg,code02,,,317.0
2010,Number,Students from LDCs,Hamburg,code02,,,331.0
2011,Number,Students from LDCs,Hamburg,code02,,,338.0
2012,Number,Students from LDCs,Hamburg,code02,,,342.0
2013,Number,Students from LDCs,Hamburg,code02,,,369.0
2014,Number,Students from LDCs,Hamburg,code02,,,383.0
2015,Number,Students from LDCs,Hamburg,code02,,,409.0
2016,Number,Students from LDCs,Hamburg,code02,,,421.0
2017,Number,Students from LDCs,Hamburg,code02,,,442.0
2018,Number,Students from LDCs,Hamburg,code02,,,495.0
2019,Number,Students from LDCs,Hamburg,code02,,,573.0
2020,Number,Students from LDCs,Hamburg,code02,,,621.0
2021,Number,Students from LDCs,Hamburg,code02,,,694.0
2022,Number,Students from LDCs,Hamburg,code02,,,761.0
2023,Number,Students from LDCs,Hamburg,code02,,,801.0
2024,Number,Students from LDCs,Hamburg,code02,,,876.0
2005,Number,Students from LDCs,Hesse,code06,,,728.0
2006,Number,Students from LDCs,Hesse,code06,,,731.0
2007,Number,Students from LDCs,Hesse,code06,,,665.0
2008,Number,Students from LDCs,Hesse,code06,,,766.0
2009,Number,Students from LDCs,Hesse,code06,,,843.0
2010,Number,Students from LDCs,Hesse,code06,,,904.0
2011,Number,Students from LDCs,Hesse,code06,,,968.0
2012,Number,Students from LDCs,Hesse,code06,,,1062.0
2013,Number,Students from LDCs,Hesse,code06,,,1158.0
2014,Number,Students from LDCs,Hesse,code06,,,1263.0
2015,Number,Students from LDCs,Hesse,code06,,,1345.0
2016,Number,Students from LDCs,Hesse,code06,,,1352.0
2017,Number,Students from LDCs,Hesse,code06,,,1385.0
2018,Number,Students from LDCs,Hesse,code06,,,1481.0
2019,Number,Students from LDCs,Hesse,code06,,,1649.0
2020,Number,Students from LDCs,Hesse,code06,,,1826.0
2021,Number,Students from LDCs,Hesse,code06,,,2071.0
2022,Number,Students from LDCs,Hesse,code06,,,2192.0
2023,Number,Students from LDCs,Hesse,code06,,,2342.0
2024,Number,Students from LDCs,Hesse,code06,,,2784.0
2005,Number,Students from LDCs,Mecklenburg Western Pomerania,code13,,,61.0
2006,Number,Students from LDCs,Mecklenburg Western Pomerania,code13,,,66.0
2007,Number,Students from LDCs,Mecklenburg Western Pomerania,code13,,,68.0
2008,Number,Students from LDCs,Mecklenburg Western Pomerania,code13,,,69.0
2009,Number,Students from LDCs,Mecklenburg Western Pomerania,code13,,,79.0
2010,Number,Students from LDCs,Mecklenburg Western Pomerania,code13,,,86.0
2011,Number,Students from LDCs,Mecklenburg Western Pomerania,code13,,,103.0
2012,Number,Students from LDCs,Mecklenburg Western Pomerania,code13,,,104.0
2013,Number,Students from LDCs,Mecklenburg Western Pomerania,code13,,,118.0
2014,Number,Students from LDCs,Mecklenburg Western Pomerania,code13,,,133.0
2015,Number,Students from LDCs,Mecklenburg Western Pomerania,code13,,,123.0
2016,Number,Students from LDCs,Mecklenburg Western Pomerania,code13,,,141.0
2017,Number,Students from LDCs,Mecklenburg Western Pomerania,code13,,,143.0
2018,Number,Students from LDCs,Mecklenburg Western Pomerania,code13,,,172.0
2019,Number,Students from LDCs,Mecklenburg Western Pomerania,code13,,,177.0
2020,Number,Students from LDCs,Mecklenburg Western Pomerania,code13,,,155.0
2021,Number,Students from LDCs,Mecklenburg Western Pomerania,code13,,,159.0
2022,Number,Students from LDCs,Mecklenburg Western Pomerania,code13,,,150.0
2023,Number,Students from LDCs,Mecklenburg Western Pomerania,code13,,,156.0
2024,Number,Students from LDCs,Mecklenburg Western Pomerania,code13,,,175.0
2005,Number,Students from LDCs,Lower Saxony,code03,,,374.0
2006,Number,Students from LDCs,Lower Saxony,code03,,,351.0
2007,Number,Students from LDCs,Lower Saxony,code03,,,340.0
2008,Number,Students from LDCs,Lower Saxony,code03,,,337.0
2009,Number,Students from LDCs,Lower Saxony,code03,,,332.0
2010,Number,Students from LDCs,Lower Saxony,code03,,,388.0
2011,Number,Students from LDCs,Lower Saxony,code03,,,406.0
2012,Number,Students from LDCs,Lower Saxony,code03,,,424.0
2013,Number,Students from LDCs,Lower Saxony,code03,,,467.0
2014,Number,Students from LDCs,Lower Saxony,code03,,,535.0
2015,Number,Students from LDCs,Lower Saxony,code03,,,597.0
2016,Number,Students from LDCs,Lower Saxony,code03,,,667.0
2017,Number,Students from LDCs,Lower Saxony,code03,,,703.0
2018,Number,Students from LDCs,Lower Saxony,code03,,,757.0
2019,Number,Students from LDCs,Lower Saxony,code03,,,830.0
2020,Number,Students from LDCs,Lower Saxony,code03,,,949.0
2021,Number,Students from LDCs,Lower Saxony,code03,,,1009.0
2022,Number,Students from LDCs,Lower Saxony,code03,,,1062.0
2023,Number,Students from LDCs,Lower Saxony,code03,,,1117.0
2024,Number,Students from LDCs,Lower Saxony,code03,,,1242.0
2005,Number,Students from LDCs,North Rhine-Westphalia,code05,,,1261.0
2006,Number,Students from LDCs,North Rhine-Westphalia,code05,,,1213.0
2007,Number,Students from LDCs,North Rhine-Westphalia,code05,,,1183.0
2008,Number,Students from LDCs,North Rhine-Westphalia,code05,,,1229.0
2009,Number,Students from LDCs,North Rhine-Westphalia,code05,,,1304.0
2010,Number,Students from LDCs,North Rhine-Westphalia,code05,,,1393.0
2011,Number,Students from LDCs,North Rhine-Westphalia,code05,,,1666.0
2012,Number,Students from LDCs,North Rhine-Westphalia,code05,,,1865.0
2013,Number,Students from LDCs,North Rhine-Westphalia,code05,,,2057.0
2014,Number,Students from LDCs,North Rhine-Westphalia,code05,,,2399.0
2015,Number,Students from LDCs,North Rhine-Westphalia,code05,,,2518.0
2016,Number,Students from LDCs,North Rhine-Westphalia,code05,,,2666.0
2017,Number,Students from LDCs,North Rhine-Westphalia,code05,,,2684.0
2018,Number,Students from LDCs,North Rhine-Westphalia,code05,,,2921.0
2019,Number,Students from LDCs,North Rhine-Westphalia,code05,,,3316.0
2020,Number,Students from LDCs,North Rhine-Westphalia,code05,,,3768.0
2021,Number,Students from LDCs,North Rhine-Westphalia,code05,,,4013.0
2022,Number,Students from LDCs,North Rhine-Westphalia,code05,,,4283.0
2023,Number,Students from LDCs,North Rhine-Westphalia,code05,,,4509.0
2024,Number,Students from LDCs,North Rhine-Westphalia,code05,,,5135.0
2005,Number,Students from LDCs,Rhineland Palatinate,code07,,,239.0
2006,Number,Students from LDCs,Rhineland Palatinate,code07,,,271.0
2007,Number,Students from LDCs,Rhineland Palatinate,code07,,,313.0
2008,Number,Students from LDCs,Rhineland Palatinate,code07,,,335.0
2009,Number,Students from LDCs,Rhineland Palatinate,code07,,,336.0
2010,Number,Students from LDCs,Rhineland Palatinate,code07,,,373.0
2011,Number,Students from LDCs,Rhineland Palatinate,code07,,,344.0
2012,Number,Students from LDCs,Rhineland Palatinate,code07,,,339.0
2013,Number,Students from LDCs,Rhineland Palatinate,code07,,,348.0
2014,Number,Students from LDCs,Rhineland Palatinate,code07,,,389.0
2015,Number,Students from LDCs,Rhineland Palatinate,code07,,,409.0
2016,Number,Students from LDCs,Rhineland Palatinate,code07,,,422.0
2017,Number,Students from LDCs,Rhineland Palatinate,code07,,,432.0
2018,Number,Students from LDCs,Rhineland Palatinate,code07,,,500.0
2019,Number,Students from LDCs,Rhineland Palatinate,code07,,,562.0
2020,Number,Students from LDCs,Rhineland Palatinate,code07,,,665.0
2021,Number,Students from LDCs,Rhineland Palatinate,code07,,,706.0
2022,Number,Students from LDCs,Rhineland Palatinate,code07,,,755.0
2023,Number,Students from LDCs,Rhineland Palatinate,code07,,,767.0
2024,Number,Students from LDCs,Rhineland Palatinate,code07,,,938.0
2005,Number,Students from LDCs,Saarland,code10,,,95.0
2006,Number,Students from LDCs,Saarland,code10,,,93.0
2007,Number,Students from LDCs,Saarland,code10,,,106.0
2008,Number,Students from LDCs,Saarland,code10,,,110.0
2009,Number,Students from LDCs,Saarland,code10,,,104.0
2010,Number,Students from LDCs,Saarland,code10,,,130.0
2011,Number,Students from LDCs,Saarland,code10,,,118.0
2012,Number,Students from LDCs,Saarland,code10,,,115.0
2013,Number,Students from LDCs,Saarland,code10,,,116.0
2014,Number,Students from LDCs,Saarland,code10,,,124.0
2015,Number,Students from LDCs,Saarland,code10,,,126.0
2016,Number,Students from LDCs,Saarland,code10,,,128.0
2017,Number,Students from LDCs,Saarland,code10,,,127.0
2018,Number,Students from LDCs,Saarland,code10,,,130.0
2019,Number,Students from LDCs,Saarland,code10,,,140.0
2020,Number,Students from LDCs,Saarland,code10,,,160.0
2021,Number,Students from LDCs,Saarland,code10,,,186.0
2022,Number,Students from LDCs,Saarland,code10,,,201.0
2023,Number,Students from LDCs,Saarland,code10,,,192.0
2024,Number,Students from LDCs,Saarland,code10,,,187.0
2005,Number,Students from LDCs,Saxony,code14,,,184.0
2006,Number,Students from LDCs,Saxony,code14,,,200.0
2007,Number,Students from LDCs,Saxony,code14,,,195.0
2008,Number,Students from LDCs,Saxony,code14,,,218.0
2009,Number,Students from LDCs,Saxony,code14,,,240.0
2010,Number,Students from LDCs,Saxony,code14,,,237.0
2011,Number,Students from LDCs,Saxony,code14,,,272.0
2012,Number,Students from LDCs,Saxony,code14,,,317.0
2013,Number,Students from LDCs,Saxony,code14,,,378.0
2014,Number,Students from LDCs,Saxony,code14,,,391.0
2015,Number,Students from LDCs,Saxony,code14,,,434.0
2016,Number,Students from LDCs,Saxony,code14,,,453.0
2017,Number,Students from LDCs,Saxony,code14,,,449.0
2018,Number,Students from LDCs,Saxony,code14,,,520.0
2019,Number,Students from LDCs,Saxony,code14,,,631.0
2020,Number,Students from LDCs,Saxony,code14,,,719.0
2021,Number,Students from LDCs,Saxony,code14,,,833.0
2022,Number,Students from LDCs,Saxony,code14,,,919.0
2023,Number,Students from LDCs,Saxony,code14,,,857.0
2024,Number,Students from LDCs,Saxony,code14,,,862.0
2005,Number,Students from LDCs,Saxony-Anhalt,code15,,,100.0
2006,Number,Students from LDCs,Saxony-Anhalt,code15,,,93.0
2007,Number,Students from LDCs,Saxony-Anhalt,code15,,,88.0
2008,Number,Students from LDCs,Saxony-Anhalt,code15,,,97.0
2009,Number,Students from LDCs,Saxony-Anhalt,code15,,,121.0
2010,Number,Students from LDCs,Saxony-Anhalt,code15,,,150.0
2011,Number,Students from LDCs,Saxony-Anhalt,code15,,,171.0
2012,Number,Students from LDCs,Saxony-Anhalt,code15,,,201.0
2013,Number,Students from LDCs,Saxony-Anhalt,code15,,,227.0
2014,Number,Students from LDCs,Saxony-Anhalt,code15,,,240.0
2015,Number,Students from LDCs,Saxony-Anhalt,code15,,,282.0
2016,Number,Students from LDCs,Saxony-Anhalt,code15,,,261.0
2017,Number,Students from LDCs,Saxony-Anhalt,code15,,,288.0
2018,Number,Students from LDCs,Saxony-Anhalt,code15,,,344.0
2019,Number,Students from LDCs,Saxony-Anhalt,code15,,,459.0
2020,Number,Students from LDCs,Saxony-Anhalt,code15,,,550.0
2021,Number,Students from LDCs,Saxony-Anhalt,code15,,,688.0
2022,Number,Students from LDCs,Saxony-Anhalt,code15,,,746.0
2023,Number,Students from LDCs,Saxony-Anhalt,code15,,,755.0
2024,Number,Students from LDCs,Saxony-Anhalt,code15,,,800.0
2005,Number,Students from LDCs,Schleswig-Holstein,code01,,,105.0
2006,Number,Students from LDCs,Schleswig-Holstein,code01,,,118.0
2007,Number,Students from LDCs,Schleswig-Holstein,code01,,,132.0
2008,Number,Students from LDCs,Schleswig-Holstein,code01,,,150.0
2009,Number,Students from LDCs,Schleswig-Holstein,code01,,,171.0
2010,Number,Students from LDCs,Schleswig-Holstein,code01,,,160.0
2011,Number,Students from LDCs,Schleswig-Holstein,code01,,,181.0
2012,Number,Students from LDCs,Schleswig-Holstein,code01,,,196.0
2013,Number,Students from LDCs,Schleswig-Holstein,code01,,,213.0
2014,Number,Students from LDCs,Schleswig-Holstein,code01,,,201.0
2015,Number,Students from LDCs,Schleswig-Holstein,code01,,,184.0
2016,Number,Students from LDCs,Schleswig-Holstein,code01,,,221.0
2017,Number,Students from LDCs,Schleswig-Holstein,code01,,,270.0
2018,Number,Students from LDCs,Schleswig-Holstein,code01,,,295.0
2019,Number,Students from LDCs,Schleswig-Holstein,code01,,,339.0
2020,Number,Students from LDCs,Schleswig-Holstein,code01,,,402.0
2021,Number,Students from LDCs,Schleswig-Holstein,code01,,,450.0
2022,Number,Students from LDCs,Schleswig-Holstein,code01,,,485.0
2023,Number,Students from LDCs,Schleswig-Holstein,code01,,,502.0
2024,Number,Students from LDCs,Schleswig-Holstein,code01,,,554.0
2005,Number,Students from LDCs,Thuringia,code16,,,25.0
2006,Number,Students from LDCs,Thuringia,code16,,,29.0
2007,Number,Students from LDCs,Thuringia,code16,,,33.0
2008,Number,Students from LDCs,Thuringia,code16,,,54.0
2009,Number,Students from LDCs,Thuringia,code16,,,97.0
2010,Number,Students from LDCs,Thuringia,code16,,,147.0
2011,Number,Students from LDCs,Thuringia,code16,,,135.0
2012,Number,Students from LDCs,Thuringia,code16,,,150.0
2013,Number,Students from LDCs,Thuringia,code16,,,165.0
2014,Number,Students from LDCs,Thuringia,code16,,,179.0
2015,Number,Students from LDCs,Thuringia,code16,,,187.0
2016,Number,Students from LDCs,Thuringia,code16,,,223.0
2017,Number,Students from LDCs,Thuringia,code16,,,240.0
2018,Number,Students from LDCs,Thuringia,code16,,,274.0
2019,Number,Students from LDCs,Thuringia,code16,,,357.0
2020,Number,Students from LDCs,Thuringia,code16,,,504.0
2021,Number,Students from LDCs,Thuringia,code16,,,763.0
2022,Number,Students from LDCs,Thuringia,code16,,,743.0
2023,Number,Students from LDCs,Thuringia,code16,,,797.0
2024,Number,Students from LDCs,Thuringia,code16,,,958.0
2005,Number,Students from other developing and emerging countries,,,,,129502.0
2006,Number,Students from other developing and emerging countries,,,,,129631.0
2007,Number,Students from other developing and emerging countries,,,,,124181.0
2008,Number,Students from other developing and emerging countries,,,,,127067.0
2009,Number,Students from other developing and emerging countries,,,,,131633.0
2010,Number,Students from other developing and emerging countries,,,,,136445.0
2011,Number,Students from other developing and emerging countries,,,,,140304.0
2012,Number,Students from other developing and emerging countries,,,,,150880.0
2013,Number,Students from other developing and emerging countries,,,,,164098.0
2014,Number,Students from other developing and emerging countries,,,,,176768.0
2015,Number,Students from other developing and emerging countries,,,,,190403.0
2016,Number,Students from other developing and emerging countries,,,,,204695.0
2017,Number,Students from other developing and emerging countries,,,,,219307.0
2018,Number,Students from other developing and emerging countries,,,,,236609.0
2019,Number,Students from other developing and emerging countries,,,,,251488.0
2020,Number,Students from other developing and emerging countries,,,,,259999.0
2021,Number,Students from other developing and emerging countries,,,,,273340.0
2022,Number,Students from other developing and emerging countries,,,,,288587.0
2023,Number,Students from other developing and emerging countries,,,,,299158.0
2024,Number,Students from other developing and emerging countries,,,,,317949.0
2005,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,,,18582.0
2006,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,,,18379.0
2007,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,,,17473.0
2008,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,,,17650.0
2009,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,,,18418.0
2010,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,,,19111.0
2011,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,,,19082.0
2012,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,,,21116.0
2013,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,,,22842.0
2014,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,,,24597.0
2015,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,,,26283.0
2016,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,,,28310.0
2017,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,,,28393.0
2018,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,,,27934.0
2019,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,,,27197.0
2020,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,,,25283.0
2021,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,,,24921.0
2022,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,,,25522.0
2023,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,,,25608.0
2024,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,,,26971.0
2005,Number,Students from other developing and emerging countries,Bavaria,code09,,,12251.0
2006,Number,Students from other developing and emerging countries,Bavaria,code09,,,12721.0
2007,Number,Students from other developing and emerging countries,Bavaria,code09,,,12324.0
2008,Number,Students from other developing and emerging countries,Bavaria,code09,,,12533.0
2009,Number,Students from other developing and emerging countries,Bavaria,code09,,,12980.0
2010,Number,Students from other developing and emerging countries,Bavaria,code09,,,13620.0
2011,Number,Students from other developing and emerging countries,Bavaria,code09,,,14060.0
2012,Number,Students from other developing and emerging countries,Bavaria,code09,,,15284.0
2013,Number,Students from other developing and emerging countries,Bavaria,code09,,,17719.0
2014,Number,Students from other developing and emerging countries,Bavaria,code09,,,19151.0
2015,Number,Students from other developing and emerging countries,Bavaria,code09,,,21169.0
2016,Number,Students from other developing and emerging countries,Bavaria,code09,,,23123.0
2017,Number,Students from other developing and emerging countries,Bavaria,code09,,,26821.0
2018,Number,Students from other developing and emerging countries,Bavaria,code09,,,30524.0
2019,Number,Students from other developing and emerging countries,Bavaria,code09,,,33606.0
2020,Number,Students from other developing and emerging countries,Bavaria,code09,,,37132.0
2021,Number,Students from other developing and emerging countries,Bavaria,code09,,,41719.0
2022,Number,Students from other developing and emerging countries,Bavaria,code09,,,47030.0
2023,Number,Students from other developing and emerging countries,Bavaria,code09,,,52228.0
2024,Number,Students from other developing and emerging countries,Bavaria,code09,,,56701.0
2005,Number,Students from other developing and emerging countries,Berlin,code11,,,9047.0
2006,Number,Students from other developing and emerging countries,Berlin,code11,,,8871.0
2007,Number,Students from other developing and emerging countries,Berlin,code11,,,9202.0
2008,Number,Students from other developing and emerging countries,Berlin,code11,,,9570.0
2009,Number,Students from other developing and emerging countries,Berlin,code11,,,9868.0
2010,Number,Students from other developing and emerging countries,Berlin,code11,,,10512.0
2011,Number,Students from other developing and emerging countries,Berlin,code11,,,10747.0
2012,Number,Students from other developing and emerging countries,Berlin,code11,,,11270.0
2013,Number,Students from other developing and emerging countries,Berlin,code11,,,12157.0
2014,Number,Students from other developing and emerging countries,Berlin,code11,,,12996.0
2015,Number,Students from other developing and emerging countries,Berlin,code11,,,14133.0
2016,Number,Students from other developing and emerging countries,Berlin,code11,,,15513.0
2017,Number,Students from other developing and emerging countries,Berlin,code11,,,18083.0
2018,Number,Students from other developing and emerging countries,Berlin,code11,,,20159.0
2019,Number,Students from other developing and emerging countries,Berlin,code11,,,22166.0
2020,Number,Students from other developing and emerging countries,Berlin,code11,,,23355.0
2021,Number,Students from other developing and emerging countries,Berlin,code11,,,25441.0
2022,Number,Students from other developing and emerging countries,Berlin,code11,,,26450.0
2023,Number,Students from other developing and emerging countries,Berlin,code11,,,27212.0
2024,Number,Students from other developing and emerging countries,Berlin,code11,,,28648.0
2005,Number,Students from other developing and emerging countries,Brandenburg,code12,,,2288.0
2006,Number,Students from other developing and emerging countries,Brandenburg,code12,,,2347.0
2007,Number,Students from other developing and emerging countries,Brandenburg,code12,,,2396.0
2008,Number,Students from other developing and emerging countries,Brandenburg,code12,,,2423.0
2009,Number,Students from other developing and emerging countries,Brandenburg,code12,,,2524.0
2010,Number,Students from other developing and emerging countries,Brandenburg,code12,,,2536.0
2011,Number,Students from other developing and emerging countries,Brandenburg,code12,,,2678.0
2012,Number,Students from other developing and emerging countries,Brandenburg,code12,,,2969.0
2013,Number,Students from other developing and emerging countries,Brandenburg,code12,,,3080.0
2014,Number,Students from other developing and emerging countries,Brandenburg,code12,,,3246.0
