Year,Units,Bundesland,Kreis,GeoCode,Value
2003,1 000 eur,,trier-saarburg,code07235,13.4
2004,1 000 eur,,trier-saarburg,code07235,13.5
2005,1 000 eur,,trier-saarburg,code07235,13.7
2006,1 000 eur,,trier-saarburg,code07235,14.0
2007,1 000 eur,,trier-saarburg,code07235,15.1
2008,1 000 eur,,trier-saarburg,code07235,14.7
2009,1 000 eur,,trier-saarburg,code07235,14.2
2010,1 000 eur,,trier-saarburg,code07235,14.8
2011,1 000 eur,,trier-saarburg,code07235,16.5
2012,1 000 eur,,trier-saarburg,code07235,17.0
2013,1 000 eur,,trier-saarburg,code07235,18.7
2014,1 000 eur,,trier-saarburg,code07235,19.0
2015,1 000 eur,,trier-saarburg,code07235,19.3
2016,1 000 eur,,trier-saarburg,code07235,20.3
2017,1 000 eur,,trier-saarburg,code07235,20.5
2000,1 000 eur,,"frankenthal (pfalz), stadt",code07311,23.5
2001,1 000 eur,,"frankenthal (pfalz), stadt",code07311,24.8
2002,1 000 eur,,"frankenthal (pfalz), stadt",code07311,24.6
2003,1 000 eur,,"frankenthal (pfalz), stadt",code07311,24.7
2004,1 000 eur,,"frankenthal (pfalz), stadt",code07311,24.6
2005,1 000 eur,,"frankenthal (pfalz), stadt",code07311,25.6
2006,1 000 eur,,"frankenthal (pfalz), stadt",code07311,26.6
2007,1 000 eur,,"frankenthal (pfalz), stadt",code07311,28.5
2008,1 000 eur,,"frankenthal (pfalz), stadt",code07311,29.7
2009,1 000 eur,,"frankenthal (pfalz), stadt",code07311,29.1
2010,1 000 eur,,"frankenthal (pfalz), stadt",code07311,30.3
2011,1 000 eur,,"frankenthal (pfalz), stadt",code07311,30.9
2012,1 000 eur,,"frankenthal (pfalz), stadt",code07311,32.3
2013,1 000 eur,,"frankenthal (pfalz), stadt",code07311,32.4
2014,1 000 eur,,"frankenthal (pfalz), stadt",code07311,33.1
2015,1 000 eur,,"frankenthal (pfalz), stadt",code07311,32.7
2016,1 000 eur,,"frankenthal (pfalz), stadt",code07311,32.7
2017,1 000 eur,,"frankenthal (pfalz), stadt",code07311,33.4
2000,1 000 eur,,"kaiserslautern, stadt",code07312,34.1
2001,1 000 eur,,"kaiserslautern, stadt",code07312,33.4
2002,1 000 eur,,"kaiserslautern, stadt",code07312,34.0
2003,1 000 eur,,"kaiserslautern, stadt",code07312,36.3
2004,1 000 eur,,"kaiserslautern, stadt",code07312,37.0
2005,1 000 eur,,"kaiserslautern, stadt",code07312,35.4
2006,1 000 eur,,"kaiserslautern, stadt",code07312,37.0
2007,1 000 eur,,"kaiserslautern, stadt",code07312,38.1
2008,1 000 eur,,"kaiserslautern, stadt",code07312,38.6
2009,1 000 eur,,"kaiserslautern, stadt",code07312,38.1
2010,1 000 eur,,"kaiserslautern, stadt",code07312,39.1
2011,1 000 eur,,"kaiserslautern, stadt",code07312,39.6
2012,1 000 eur,,"kaiserslautern, stadt",code07312,39.6
2013,1 000 eur,,"kaiserslautern, stadt",code07312,40.5
2014,1 000 eur,,"kaiserslautern, stadt",code07312,45.4
2015,1 000 eur,,"kaiserslautern, stadt",code07312,46.0
2016,1 000 eur,,"kaiserslautern, stadt",code07312,48.0
2017,1 000 eur,,"kaiserslautern, stadt",code07312,48.7
2000,1 000 eur,,"landau in der pfalz, stadt",code07313,29.3
2001,1 000 eur,,"landau in der pfalz, stadt",code07313,29.2
2002,1 000 eur,,"landau in der pfalz, stadt",code07313,29.5
2003,1 000 eur,,"landau in der pfalz, stadt",code07313,30.9
2004,1 000 eur,,"landau in der pfalz, stadt",code07313,32.4
2005,1 000 eur,,"landau in der pfalz, stadt",code07313,33.1
2006,1 000 eur,,"landau in der pfalz, stadt",code07313,34.0
2007,1 000 eur,,"landau in der pfalz, stadt",code07313,34.7
2008,1 000 eur,,"landau in der pfalz, stadt",code07313,34.7
2009,1 000 eur,,"landau in der pfalz, stadt",code07313,35.3
2010,1 000 eur,,"landau in der pfalz, stadt",code07313,34.8
2011,1 000 eur,,"landau in der pfalz, stadt",code07313,36.2
2012,1 000 eur,,"landau in der pfalz, stadt",code07313,37.3
2013,1 000 eur,,"landau in der pfalz, stadt",code07313,38.9
2014,1 000 eur,,"landau in der pfalz, stadt",code07313,39.7
2015,1 000 eur,,"landau in der pfalz, stadt",code07313,40.6
2016,1 000 eur,,"landau in der pfalz, stadt",code07313,41.0
2017,1 000 eur,,"landau in der pfalz, stadt",code07313,42.0
2000,1 000 eur,,"ludwigshafen am rhein, stadt",code07314,60.8
2001,1 000 eur,,"ludwigshafen am rhein, stadt",code07314,57.9
2002,1 000 eur,,"ludwigshafen am rhein, stadt",code07314,60.1
2003,1 000 eur,,"ludwigshafen am rhein, stadt",code07314,58.4
2004,1 000 eur,,"ludwigshafen am rhein, stadt",code07314,64.9
2005,1 000 eur,,"ludwigshafen am rhein, stadt",code07314,62.2
2006,1 000 eur,,"ludwigshafen am rhein, stadt",code07314,65.2
2007,1 000 eur,,"ludwigshafen am rhein, stadt",code07314,68.6
2008,1 000 eur,,"ludwigshafen am rhein, stadt",code07314,67.4
2009,1 000 eur,,"ludwigshafen am rhein, stadt",code07314,64.8
2010,1 000 eur,,"ludwigshafen am rhein, stadt",code07314,74.7
2011,1 000 eur,,"ludwigshafen am rhein, stadt",code07314,77.0
2012,1 000 eur,,"ludwigshafen am rhein, stadt",code07314,77.5
2013,1 000 eur,,"ludwigshafen am rhein, stadt",code07314,73.7
2014,1 000 eur,,"ludwigshafen am rhein, stadt",code07314,74.8
2015,1 000 eur,,"ludwigshafen am rhein, stadt",code07314,82.2
2016,1 000 eur,,"ludwigshafen am rhein, stadt",code07314,83.3
2017,1 000 eur,,"ludwigshafen am rhein, stadt",code07314,85.5
2000,1 000 eur,,"mainz, stadt",code07315,48.7
2001,1 000 eur,,"mainz, stadt",code07315,49.2
2002,1 000 eur,,"mainz, stadt",code07315,47.3
2003,1 000 eur,,"mainz, stadt",code07315,46.2
2004,1 000 eur,,"mainz, stadt",code07315,45.6
2005,1 000 eur,,"mainz, stadt",code07315,45.4
2006,1 000 eur,,"mainz, stadt",code07315,45.5
2007,1 000 eur,,"mainz, stadt",code07315,48.0
2008,1 000 eur,,"mainz, stadt",code07315,48.9
2009,1 000 eur,,"mainz, stadt",code07315,50.2
2010,1 000 eur,,"mainz, stadt",code07315,50.7
2011,1 000 eur,,"mainz, stadt",code07315,51.7
2012,1 000 eur,,"mainz, stadt",code07315,52.7
2013,1 000 eur,,"mainz, stadt",code07315,53.2
2014,1 000 eur,,"mainz, stadt",code07315,53.5
2015,1 000 eur,,"mainz, stadt",code07315,54.3
2016,1 000 eur,,"mainz, stadt",code07315,55.1
2017,1 000 eur,,"mainz, stadt",code07315,55.6
2000,1 000 eur,,"neustadt an der weinstraße, stadt",code07316,21.5
2001,1 000 eur,,"neustadt an der weinstraße, stadt",code07316,22.0
2002,1 000 eur,,"neustadt an der weinstraße, stadt",code07316,22.2
2003,1 000 eur,,"neustadt an der weinstraße, stadt",code07316,23.4
2004,1 000 eur,,"neustadt an der weinstraße, stadt",code07316,23.9
2005,1 000 eur,,"neustadt an der weinstraße, stadt",code07316,23.3
2006,1 000 eur,,"neustadt an der weinstraße, stadt",code07316,23.8
2007,1 000 eur,,"neustadt an der weinstraße, stadt",code07316,24.4
2008,1 000 eur,,"neustadt an der weinstraße, stadt",code07316,25.2
2009,1 000 eur,,"neustadt an der weinstraße, stadt",code07316,24.7
2010,1 000 eur,,"neustadt an der weinstraße, stadt",code07316,25.0
2011,1 000 eur,,"neustadt an der weinstraße, stadt",code07316,26.3
2012,1 000 eur,,"neustadt an der weinstraße, stadt",code07316,26.9
2013,1 000 eur,,"neustadt an der weinstraße, stadt",code07316,28.2
2014,1 000 eur,,"neustadt an der weinstraße, stadt",code07316,29.0
2015,1 000 eur,,"neustadt an der weinstraße, stadt",code07316,29.8
2016,1 000 eur,,"neustadt an der weinstraße, stadt",code07316,30.1
2017,1 000 eur,,"neustadt an der weinstraße, stadt",code07316,31.0
2000,1 000 eur,,"pirmasens, stadt",code07317,26.7
2001,1 000 eur,,"pirmasens, stadt",code07317,27.0
2002,1 000 eur,,"pirmasens, stadt",code07317,27.2
2003,1 000 eur,,"pirmasens, stadt",code07317,27.5
2004,1 000 eur,,"pirmasens, stadt",code07317,27.4
2005,1 000 eur,,"pirmasens, stadt",code07317,29.0
2006,1 000 eur,,"pirmasens, stadt",code07317,28.6
2007,1 000 eur,,"pirmasens, stadt",code07317,29.0
2008,1 000 eur,,"pirmasens, stadt",code07317,29.8
2009,1 000 eur,,"pirmasens, stadt",code07317,30.6
2010,1 000 eur,,"pirmasens, stadt",code07317,32.2
2011,1 000 eur,,"pirmasens, stadt",code07317,32.0
2012,1 000 eur,,"pirmasens, stadt",code07317,33.6
2013,1 000 eur,,"pirmasens, stadt",code07317,34.6
2014,1 000 eur,,"pirmasens, stadt",code07317,35.5
2015,1 000 eur,,"pirmasens, stadt",code07317,35.8
2016,1 000 eur,,"pirmasens, stadt",code07317,36.9
2017,1 000 eur,,"pirmasens, stadt",code07317,37.3
2000,1 000 eur,,"speyer, stadt",code07318,31.4
2001,1 000 eur,,"speyer, stadt",code07318,31.3
2002,1 000 eur,,"speyer, stadt",code07318,33.0
2003,1 000 eur,,"speyer, stadt",code07318,32.5
2004,1 000 eur,,"speyer, stadt",code07318,32.5
2005,1 000 eur,,"speyer, stadt",code07318,32.6
2006,1 000 eur,,"speyer, stadt",code07318,33.9
2007,1 000 eur,,"speyer, stadt",code07318,35.5
2008,1 000 eur,,"speyer, stadt",code07318,38.2
2009,1 000 eur,,"speyer, stadt",code07318,38.4
2010,1 000 eur,,"speyer, stadt",code07318,40.0
2011,1 000 eur,,"speyer, stadt",code07318,42.4
2012,1 000 eur,,"speyer, stadt",code07318,43.9
2013,1 000 eur,,"speyer, stadt",code07318,46.6
2014,1 000 eur,,"speyer, stadt",code07318,49.6
2015,1 000 eur,,"speyer, stadt",code07318,49.9
2016,1 000 eur,,"speyer, stadt",code07318,50.3
2017,1 000 eur,,"speyer, stadt",code07318,51.8
2000,1 000 eur,,"worms, stadt",code07319,24.1
2001,1 000 eur,,"worms, stadt",code07319,24.4
2002,1 000 eur,,"worms, stadt",code07319,24.4
2003,1 000 eur,,"worms, stadt",code07319,25.7
2004,1 000 eur,,"worms, stadt",code07319,26.5
2005,1 000 eur,,"worms, stadt",code07319,26.8
2006,1 000 eur,,"worms, stadt",code07319,28.6
2007,1 000 eur,,"worms, stadt",code07319,29.8
2008,1 000 eur,,"worms, stadt",code07319,28.4
2009,1 000 eur,,"worms, stadt",code07319,27.3
2010,1 000 eur,,"worms, stadt",code07319,29.1
2011,1 000 eur,,"worms, stadt",code07319,31.1
2012,1 000 eur,,"worms, stadt",code07319,35.4
2013,1 000 eur,,"worms, stadt",code07319,35.4
2014,1 000 eur,,"worms, stadt",code07319,35.4
2015,1 000 eur,,"worms, stadt",code07319,36.1
2016,1 000 eur,,"worms, stadt",code07319,36.1
2017,1 000 eur,,"worms, stadt",code07319,37.5
2000,1 000 eur,,"zweibrücken, stadt",code07320,29.5
2001,1 000 eur,,"zweibrücken, stadt",code07320,29.4
2002,1 000 eur,,"zweibrücken, stadt",code07320,30.0
2003,1 000 eur,,"zweibrücken, stadt",code07320,29.4
2004,1 000 eur,,"zweibrücken, stadt",code07320,28.7
2005,1 000 eur,,"zweibrücken, stadt",code07320,30.3
2006,1 000 eur,,"zweibrücken, stadt",code07320,32.9
2007,1 000 eur,,"zweibrücken, stadt",code07320,37.9
2008,1 000 eur,,"zweibrücken, stadt",code07320,42.0
2009,1 000 eur,,"zweibrücken, stadt",code07320,39.3
2010,1 000 eur,,"zweibrücken, stadt",code07320,37.4
2011,1 000 eur,,"zweibrücken, stadt",code07320,38.1
2012,1 000 eur,,"zweibrücken, stadt",code07320,38.3
2013,1 000 eur,,"zweibrücken, stadt",code07320,41.6
2014,1 000 eur,,"zweibrücken, stadt",code07320,39.8
2015,1 000 eur,,"zweibrücken, stadt",code07320,44.2
2016,1 000 eur,,"zweibrücken, stadt",code07320,46.1
2017,1 000 eur,,"zweibrücken, stadt",code07320,47.7
2000,1 000 eur,,alzey-worms,code07331,16.5
2001,1 000 eur,,alzey-worms,code07331,16.3
2002,1 000 eur,,alzey-worms,code07331,16.9
2003,1 000 eur,,alzey-worms,code07331,17.5
2004,1 000 eur,,alzey-worms,code07331,17.4
2005,1 000 eur,,alzey-worms,code07331,17.8
2006,1 000 eur,,alzey-worms,code07331,18.9
2007,1 000 eur,,alzey-worms,code07331,20.4
2008,1 000 eur,,alzey-worms,code07331,19.8
2009,1 000 eur,,alzey-worms,code07331,19.6
2010,1 000 eur,,alzey-worms,code07331,20.2
2011,1 000 eur,,alzey-worms,code07331,21.9
2012,1 000 eur,,alzey-worms,code07331,22.9
2013,1 000 eur,,alzey-worms,code07331,23.8
2014,1 000 eur,,alzey-worms,code07331,24.8
2015,1 000 eur,,alzey-worms,code07331,24.7
2016,1 000 eur,,alzey-worms,code07331,24.5
2017,1 000 eur,,alzey-worms,code07331,25.0
2000,1 000 eur,,bad dürkheim,code07332,16.1
2001,1 000 eur,,bad dürkheim,code07332,16.2
2002,1 000 eur,,bad dürkheim,code07332,16.5
2003,1 000 eur,,bad dürkheim,code07332,16.2
2004,1 000 eur,,bad dürkheim,code07332,16.7
2005,1 000 eur,,bad dürkheim,code07332,17.0
2006,1 000 eur,,bad dürkheim,code07332,17.0
2007,1 000 eur,,bad dürkheim,code07332,18.1
2008,1 000 eur,,bad dürkheim,code07332,18.9
2009,1 000 eur,,bad dürkheim,code07332,18.9
2010,1 000 eur,,bad dürkheim,code07332,18.6
2011,1 000 eur,,bad dürkheim,code07332,19.2
2012,1 000 eur,,bad dürkheim,code07332,20.1
2013,1 000 eur,,bad dürkheim,code07332,20.3
2014,1 000 eur,,bad dürkheim,code07332,20.9
2015,1 000 eur,,bad dürkheim,code07332,22.0
2016,1 000 eur,,bad dürkheim,code07332,22.2
2017,1 000 eur,,bad dürkheim,code07332,23.3
2000,1 000 eur,,donnersbergkreis,code07333,16.5
2001,1 000 eur,,donnersbergkreis,code07333,16.7
2002,1 000 eur,,donnersbergkreis,code07333,17.0
2003,1 000 eur,,donnersbergkreis,code07333,17.0
2004,1 000 eur,,donnersbergkreis,code07333,17.7
2005,1 000 eur,,donnersbergkreis,code07333,18.5
2006,1 000 eur,,donnersbergkreis,code07333,18.6
2007,1 000 eur,,donnersbergkreis,code07333,20.5
2008,1 000 eur,,donnersbergkreis,code07333,20.5
2009,1 000 eur,,donnersbergkreis,code07333,18.0
2010,1 000 eur,,donnersbergkreis,code07333,21.3
2011,1 000 eur,,donnersbergkreis,code07333,23.1
2012,1 000 eur,,donnersbergkreis,code07333,23.3
2013,1 000 eur,,donnersbergkreis,code07333,25.0
2014,1 000 eur,,donnersbergkreis,code07333,26.3
2015,1 000 eur,,donnersbergkreis,code07333,28.4
2016,1 000 eur,,donnersbergkreis,code07333,28.9
2017,1 000 eur,,donnersbergkreis,code07333,30.4
2000,1 000 eur,,germersheim,code07334,19.3
2001,1 000 eur,,germersheim,code07334,20.9
2002,1 000 eur,,germersheim,code07334,21.7
2003,1 000 eur,,germersheim,code07334,23.2
2004,1 000 eur,,germersheim,code07334,23.7
2005,1 000 eur,,germersheim,code07334,23.2
2006,1 000 eur,,germersheim,code07334,26.7
2007,1 000 eur,,germersheim,code07334,28.6
2008,1 000 eur,,germersheim,code07334,28.0
2009,1 000 eur,,germersheim,code07334,23.0
2010,1 000 eur,,germersheim,code07334,30.1
2011,1 000 eur,,germersheim,code07334,33.2
2012,1 000 eur,,germersheim,code07334,32.9
2013,1 000 eur,,germersheim,code07334,32.7
2014,1 000 eur,,germersheim,code07334,34.5
2015,1 000 eur,,germersheim,code07334,38.9
2016,1 000 eur,,germersheim,code07334,38.5
2017,1 000 eur,,germersheim,code07334,37.1
2000,1 000 eur,,kaiserslautern,code07335,13.0
2001,1 000 eur,,kaiserslautern,code07335,13.3
2002,1 000 eur,,kaiserslautern,code07335,13.7
2003,1 000 eur,,kaiserslautern,code07335,13.7
2004,1 000 eur,,kaiserslautern,code07335,14.3
2005,1 000 eur,,kaiserslautern,code07335,14.3
2006,1 000 eur,,kaiserslautern,code07335,14.7
2007,1 000 eur,,kaiserslautern,code07335,15.3
2008,1 000 eur,,kaiserslautern,code07335,16.7
2009,1 000 eur,,kaiserslautern,code07335,15.8
2010,1 000 eur,,kaiserslautern,code07335,16.7
2011,1 000 eur,,kaiserslautern,code07335,17.8
2012,1 000 eur,,kaiserslautern,code07335,18.5
2013,1 000 eur,,kaiserslautern,code07335,19.2
2014,1 000 eur,,kaiserslautern,code07335,20.2
2015,1 000 eur,,kaiserslautern,code07335,21.5
2016,1 000 eur,,kaiserslautern,code07335,21.7
2017,1 000 eur,,kaiserslautern,code07335,21.6
2000,1 000 eur,,kusel,code07336,12.8
2001,1 000 eur,,kusel,code07336,13.0
2002,1 000 eur,,kusel,code07336,13.1
2003,1 000 eur,,kusel,code07336,13.0
2004,1 000 eur,,kusel,code07336,13.1
2005,1 000 eur,,kusel,code07336,12.9
2006,1 000 eur,,kusel,code07336,13.2
2007,1 000 eur,,kusel,code07336,13.8
2008,1 000 eur,,kusel,code07336,14.7
2009,1 000 eur,,kusel,code07336,14.6
2010,1 000 eur,,kusel,code07336,14.8
2011,1 000 eur,,kusel,code07336,15.3
2012,1 000 eur,,kusel,code07336,15.4
2013,1 000 eur,,kusel,code07336,15.9
2014,1 000 eur,,kusel,code07336,15.8
2015,1 000 eur,,kusel,code07336,16.5
2016,1 000 eur,,kusel,code07336,17.0
2017,1 000 eur,,kusel,code07336,17.5
2000,1 000 eur,,südliche weinstraße,code07337,16.5
2001,1 000 eur,,südliche weinstraße,code07337,16.5
2002,1 000 eur,,südliche weinstraße,code07337,17.0
2003,1 000 eur,,südliche weinstraße,code07337,17.1
2004,1 000 eur,,südliche weinstraße,code07337,17.6
2005,1 000 eur,,südliche weinstraße,code07337,17.2
2006,1 000 eur,,südliche weinstraße,code07337,18.2
2007,1 000 eur,,südliche weinstraße,code07337,19.0
2008,1 000 eur,,südliche weinstraße,code07337,19.6
2009,1 000 eur,,südliche weinstraße,code07337,19.6
2010,1 000 eur,,südliche weinstraße,code07337,19.7
2011,1 000 eur,,südliche weinstraße,code07337,21.1
2012,1 000 eur,,südliche weinstraße,code07337,21.9
2013,1 000 eur,,südliche weinstraße,code07337,23.5
2014,1 000 eur,,südliche weinstraße,code07337,23.8
2015,1 000 eur,,südliche weinstraße,code07337,24.7
2016,1 000 eur,,südliche weinstraße,code07337,25.5
2017,1 000 eur,,südliche weinstraße,code07337,26.4
2000,1 000 eur,,rhein-pfalz-kreis,code07338,12.3
2001,1 000 eur,,rhein-pfalz-kreis,code07338,12.6
2002,1 000 eur,,rhein-pfalz-kreis,code07338,12.9
2003,1 000 eur,,rhein-pfalz-kreis,code07338,13.1
2004,1 000 eur,,rhein-pfalz-kreis,code07338,13.4
2005,1 000 eur,,rhein-pfalz-kreis,code07338,12.9
2006,1 000 eur,,rhein-pfalz-kreis,code07338,13.5
2007,1 000 eur,,rhein-pfalz-kreis,code07338,14.4
2008,1 000 eur,,rhein-pfalz-kreis,code07338,15.0
2009,1 000 eur,,rhein-pfalz-kreis,code07338,14.9
2010,1 000 eur,,rhein-pfalz-kreis,code07338,15.2
2011,1 000 eur,,rhein-pfalz-kreis,code07338,15.6
2012,1 000 eur,,rhein-pfalz-kreis,code07338,15.8
2013,1 000 eur,,rhein-pfalz-kreis,code07338,16.4
2014,1 000 eur,,rhein-pfalz-kreis,code07338,16.8
2015,1 000 eur,,rhein-pfalz-kreis,code07338,17.7
2016,1 000 eur,,rhein-pfalz-kreis,code07338,18.2
2017,1 000 eur,,rhein-pfalz-kreis,code07338,18.8
2000,1 000 eur,,mainz-bingen,code07339,20.4
2001,1 000 eur,,mainz-bingen,code07339,20.4
2002,1 000 eur,,mainz-bingen,code07339,20.9
2003,1 000 eur,,mainz-bingen,code07339,20.2
2004,1 000 eur,,mainz-bingen,code07339,21.3
2005,1 000 eur,,mainz-bingen,code07339,23.5
2006,1 000 eur,,mainz-bingen,code07339,23.9
2007,1 000 eur,,mainz-bingen,code07339,24.6
2008,1 000 eur,,mainz-bingen,code07339,26.3
2009,1 000 eur,,mainz-bingen,code07339,26.9
2010,1 000 eur,,mainz-bingen,code07339,28.1
2011,1 000 eur,,mainz-bingen,code07339,29.1
2012,1 000 eur,,mainz-bingen,code07339,31.1
2013,1 000 eur,,mainz-bingen,code07339,30.8
2014,1 000 eur,,mainz-bingen,code07339,32.6
2015,1 000 eur,,mainz-bingen,code07339,34.7
2016,1 000 eur,,mainz-bingen,code07339,35.4
2017,1 000 eur,,mainz-bingen,code07339,35.1
2000,1 000 eur,,südwestpfalz,code07340,11.2
2001,1 000 eur,,südwestpfalz,code07340,11.3
2002,1 000 eur,,südwestpfalz,code07340,11.4
2003,1 000 eur,,südwestpfalz,code07340,11.4
2004,1 000 eur,,südwestpfalz,code07340,11.5
2005,1 000 eur,,südwestpfalz,code07340,11.8
2006,1 000 eur,,südwestpfalz,code07340,12.3
2007,1 000 eur,,südwestpfalz,code07340,12.9
2008,1 000 eur,,südwestpfalz,code07340,13.1
2009,1 000 eur,,südwestpfalz,code07340,12.7
2010,1 000 eur,,südwestpfalz,code07340,13.1
2011,1 000 eur,,südwestpfalz,code07340,13.9
2012,1 000 eur,,südwestpfalz,code07340,14.4
2013,1 000 eur,,südwestpfalz,code07340,14.7
2014,1 000 eur,,südwestpfalz,code07340,15.2
2015,1 000 eur,,südwestpfalz,code07340,15.8
2016,1 000 eur,,südwestpfalz,code07340,16.1
2017,1 000 eur,,südwestpfalz,code07340,16.4
2000,1 000 eur,,"saarbrücken, regionalverband",code10041,29.9
2001,1 000 eur,,"saarbrücken, regionalverband",code10041,30.1
2002,1 000 eur,,"saarbrücken, regionalverband",code10041,30.1
2003,1 000 eur,,"saarbrücken, regionalverband",code10041,31.1
2004,1 000 eur,,"saarbrücken, regionalverband",code10041,32.8
2005,1 000 eur,,"saarbrücken, regionalverband",code10041,35.0
2006,1 000 eur,,"saarbrücken, regionalverband",code10041,36.1
2007,1 000 eur,,"saarbrücken, regionalverband",code10041,38.4
2008,1 000 eur,,"saarbrücken, regionalverband",code10041,37.9
2009,1 000 eur,,"saarbrücken, regionalverband",code10041,35.4
2010,1 000 eur,,"saarbrücken, regionalverband",code10041,37.6
2011,1 000 eur,,"saarbrücken, regionalverband",code10041,42.0
2012,1 000 eur,,"saarbrücken, regionalverband",code10041,40.6
2013,1 000 eur,,"saarbrücken, regionalverband",code10041,41.6
2014,1 000 eur,,"saarbrücken, regionalverband",code10041,42.4
2015,1 000 eur,,"saarbrücken, regionalverband",code10041,43.4
2016,1 000 eur,,"saarbrücken, regionalverband",code10041,44.0
2017,1 000 eur,,"saarbrücken, regionalverband",code10041,44.1
2000,1 000 eur,,merzig-wadern,code10042,18.8
2001,1 000 eur,,merzig-wadern,code10042,19.2
2002,1 000 eur,,merzig-wadern,code10042,19.6
2003,1 000 eur,,merzig-wadern,code10042,20.0
2004,1 000 eur,,merzig-wadern,code10042,20.4
2005,1 000 eur,,merzig-wadern,code10042,21.1
2006,1 000 eur,,merzig-wadern,code10042,21.3
2007,1 000 eur,,merzig-wadern,code10042,22.9
2008,1 000 eur,,merzig-wadern,code10042,23.7
2009,1 000 eur,,merzig-wadern,code10042,22.7
2010,1 000 eur,,merzig-wadern,code10042,24.1
2011,1 000 eur,,merzig-wadern,code10042,23.4
2012,1 000 eur,,merzig-wadern,code10042,24.2
2013,1 000 eur,,merzig-wadern,code10042,24.1
2014,1 000 eur,,merzig-wadern,code10042,24.9
2015,1 000 eur,,merzig-wadern,code10042,24.5
2016,1 000 eur,,merzig-wadern,code10042,25.0
2017,1 000 eur,,merzig-wadern,code10042,27.5
2000,1 000 eur,,neunkirchen,code10043,17.8
2001,1 000 eur,,neunkirchen,code10043,17.6
2002,1 000 eur,,neunkirchen,code10043,17.9
2003,1 000 eur,,neunkirchen,code10043,18.1
2004,1 000 eur,,neunkirchen,code10043,18.7
2005,1 000 eur,,neunkirchen,code10043,19.8
2006,1 000 eur,,neunkirchen,code10043,19.9
2007,1 000 eur,,neunkirchen,code10043,20.6
2008,1 000 eur,,neunkirchen,code10043,20.5
2009,1 000 eur,,neunkirchen,code10043,19.0
2010,1 000 eur,,neunkirchen,code10043,20.7
2011,1 000 eur,,neunkirchen,code10043,22.1
2012,1 000 eur,,neunkirchen,code10043,23.0
2013,1 000 eur,,neunkirchen,code10043,21.9
2014,1 000 eur,,neunkirchen,code10043,23.3
2015,1 000 eur,,neunkirchen,code10043,23.6
2016,1 000 eur,,neunkirchen,code10043,24.7
2017,1 000 eur,,neunkirchen,code10043,26.3
2000,1 000 eur,,saarlouis,code10044,20.7
2001,1 000 eur,,saarlouis,code10044,23.0
2002,1 000 eur,,saarlouis,code10044,22.5
2003,1 000 eur,,saarlouis,code10044,21.7
2004,1 000 eur,,saarlouis,code10044,23.3
2005,1 000 eur,,saarlouis,code10044,25.2
2006,1 000 eur,,saarlouis,code10044,28.8
2007,1 000 eur,,saarlouis,code10044,30.9
2008,1 000 eur,,saarlouis,code10044,33.6
2009,1 000 eur,,saarlouis,code10044,27.5
2010,1 000 eur,,saarlouis,code10044,27.8
2011,1 000 eur,,saarlouis,code10044,28.0
2012,1 000 eur,,saarlouis,code10044,30.3
2013,1 000 eur,,saarlouis,code10044,28.7
2014,1 000 eur,,saarlouis,code10044,32.8
2015,1 000 eur,,saarlouis,code10044,34.8
2016,1 000 eur,,saarlouis,code10044,32.6
2017,1 000 eur,,saarlouis,code10044,33.1
2000,1 000 eur,,saarpfalz-kreis,code10045,27.1
2001,1 000 eur,,saarpfalz-kreis,code10045,27.7
2002,1 000 eur,,saarpfalz-kreis,code10045,28.3
2003,1 000 eur,,saarpfalz-kreis,code10045,29.1
2004,1 000 eur,,saarpfalz-kreis,code10045,30.5
2005,1 000 eur,,saarpfalz-kreis,code10045,31.0
2006,1 000 eur,,saarpfalz-kreis,code10045,31.9
2007,1 000 eur,,saarpfalz-kreis,code10045,33.4
2008,1 000 eur,,saarpfalz-kreis,code10045,33.9
2009,1 000 eur,,saarpfalz-kreis,code10045,30.9
2010,1 000 eur,,saarpfalz-kreis,code10045,34.5
2011,1 000 eur,,saarpfalz-kreis,code10045,35.8
2012,1 000 eur,,saarpfalz-kreis,code10045,36.6
2013,1 000 eur,,saarpfalz-kreis,code10045,36.1
2014,1 000 eur,,saarpfalz-kreis,code10045,37.2
2015,1 000 eur,,saarpfalz-kreis,code10045,38.1
2016,1 000 eur,,saarpfalz-kreis,code10045,38.9
2017,1 000 eur,,saarpfalz-kreis,code10045,39.4
2000,1 000 eur,,st. wendel,code10046,19.1
2001,1 000 eur,,st. wendel,code10046,19.1
2002,1 000 eur,,st. wendel,code10046,18.9
2003,1 000 eur,,st. wendel,code10046,18.5
2004,1 000 eur,,st. wendel,code10046,18.5
2005,1 000 eur,,st. wendel,code10046,19.4
2006,1 000 eur,,st. wendel,code10046,20.2
2007,1 000 eur,,st. wendel,code10046,20.2
2008,1 000 eur,,st. wendel,code10046,20.9
2009,1 000 eur,,st. wendel,code10046,21.2
2010,1 000 eur,,st. wendel,code10046,22.2
2011,1 000 eur,,st. wendel,code10046,23.3
2012,1 000 eur,,st. wendel,code10046,24.1
2013,1 000 eur,,st. wendel,code10046,24.4
2014,1 000 eur,,st. wendel,code10046,25.0
2015,1 000 eur,,st. wendel,code10046,24.6
2016,1 000 eur,,st. wendel,code10046,24.6
2017,1 000 eur,,st. wendel,code10046,28.1
2000,1 000 eur,,"chemnitz, stadt",code14511,22.6
